latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,
28.646748,77.2748,231,0,GMT,GMT,,,,
,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2023-12-30T02:00,9.3,100,100,991.9,3.3,1,0,1,0
2023-12-30T03:00,10.1,98,100,992.5,2.3,44,2,42,14.1
2023-12-30T04:00,11.6,97,100,993.3,1.8,147,18,129,56.2
2023-12-30T05:00,12.8,95,100,993.6,1.3,222,24,198,51.7
2023-12-30T06:00,16.2,79,100,992.9,1.3,381,128,253,227.1
2023-12-30T07:00,17.6,74,100,992,1.4,478,241,237,393.9
2023-12-30T08:00,18.5,69,100,991,2.3,468,232,236,383.2
2023-12-30T09:00,19,67,100,990.3,3.4,395,169,226,310
2023-12-30T10:00,18.9,67,100,989.7,5,280,94,186,216.2
2023-12-30T11:00,18.3,69,100,989.5,6.2,156,36,120,127.7
2023-12-30T12:00,15.8,83,100,989.4,5.6,38,2,36,16.9
2023-12-30T13:00,12.9,92,100,990.3,6.2,0,0,0,0
2023-12-30T14:00,11.7,95,100,990.4,7.6,0,0,0,0
2023-12-30T15:00,11.1,96,100,990.5,7.4,0,0,0,0
2023-12-30T16:00,11.1,96,90,990.6,6.4,0,0,0,0
2023-12-30T17:00,10.4,97,98,990.4,6.3,0,0,0,0
2023-12-30T18:00,10.5,97,71,990.2,6.4,0,0,0,0
2023-12-30T19:00,9.7,99,35,990,5.7,0,0,0,0
2023-12-30T20:00,8.8,99,99,990.2,6.3,0,0,0,0
2023-12-30T21:00,9.1,100,97,989.9,5.3,0,0,0,0
2023-12-30T22:00,10,99,94,989.7,4,0,0,0,0
2023-12-30T23:00,9.8,100,95,989.6,2.8,0,0,0,0
2023-12-31T00:00,8.9,100,100,989.7,4.2,0,0,0,0
2023-12-31T01:00,11.9,90,100,991.5,2.3,0,0,0,0
2023-12-31T02:00,11.9,91,100,992.1,2.4,1,0,1,0
2023-12-31T03:00,12.6,89,99,992.8,1.8,45,4,41,28.4
2023-12-31T04:00,13.8,85,59,993.4,2.1,175,52,123,162.7
2023-12-31T05:00,15.2,74,41,993.4,3.3,329,168,161,362.1
2023-12-31T06:00,16.5,69,34,992.7,2.9,446,249,197,441.6
2023-12-31T07:00,17.5,64,5,991.7,2.5,544,378,166,617.1
2023-12-31T08:00,18.4,61,2,990.8,2.2,548,403,145,664.2
2023-12-31T09:00,18.8,59,1,989.9,1.3,480,347,133,634.7
2023-12-31T10:00,18.8,57,0,989.3,0,356,242,114,554.1
2023-12-31T11:00,18.2,60,0,989,1.8,198,115,83,404.7
2023-12-31T12:00,15.9,73,0,988.9,5.9,51,19,32,158.8
2023-12-31T13:00,12,86,12,990.5,6.4,0,0,0,0
2023-12-31T14:00,10.6,90,4,990.7,7.2,0,0,0,0
2023-12-31T15:00,10.2,90,2,991,6.3,0,0,0,0
2023-12-31T16:00,9,94,0,991,6.7,0,0,0,0
2023-12-31T17:00,8.3,95,2,990.9,6.1,0,0,0,0
2023-12-31T18:00,7.3,98,0,990.7,6.2,0,0,0,0
2023-12-31T19:00,6.9,99,4,990.5,5.7,0,0,0,0
2023-12-31T20:00,6.3,100,0,990.3,6.2,0,0,0,0
2023-12-31T21:00,6.1,100,94,990.1,5.5,0,0,0,0
2023-12-31T22:00,5.8,100,98,990.1,5.9,0,0,0,0
2023-12-31T23:00,6.1,100,100,990.3,4.4,0,0,0,0
2024-01-01T00:00,6.2,100,100,990.3,4.9,0,0,0,0
2024-01-01T01:00,9.7,91,67,991.8,3.8,0,0,0,0
2024-01-01T02:00,9.9,90,100,992.2,3.6,1,0,1,0
2024-01-01T03:00,10.8,87,86,992.9,4.7,50,6,44,42.9
2024-01-01T04:00,11.9,80,80,993.5,5.8,164,34,130,106.5
2024-01-01T05:00,12.9,72,96,993.6,4.5,282,105,177,226.3
2024-01-01T06:00,14,69,67,992.8,3.4,382,140,242,248.1
2024-01-01T07:00,15.1,66,49,991.6,3.8,513,295,218,480.9
2024-01-01T08:00,15.9,64,6,990.7,5.2,537,366,171,601.9
2024-01-01T09:00,16.4,62,3,989.8,6.4,486,349,137,636.3
2024-01-01T10:00,16.5,62,1,989.3,8.2,363,248,115,565.2
2024-01-01T11:00,15.9,65,0,989.1,8.2,203,118,85,412
2024-01-01T12:00,13.1,79,0,988.9,6.6,53,21,32,173.7
2024-01-01T13:00,10.8,88,7,990.4,6.1,0,0,0,0
2024-01-01T14:00,9.8,92,0,990.8,6.1,0,0,0,0
2024-01-01T15:00,9,93,0,991.2,6.5,0,0,0,0
2024-01-01T16:00,8.2,95,0,991.3,5.9,0,0,0,0
2024-01-01T17:00,7.3,96,0,991.3,5.6,0,0,0,0
2024-01-01T18:00,6.8,97,0,990.8,5.6,0,0,0,0
2024-01-01T19:00,6.1,98,0,990.6,6.4,0,0,0,0
2024-01-01T20:00,5.6,99,0,990,6.6,0,0,0,0
2024-01-01T21:00,5.3,99,0,989.8,6.1,0,0,0,0
2024-01-01T22:00,4.8,100,0,989.6,6,0,0,0,0
2024-01-01T23:00,4.7,100,24,989.5,5.2,0,0,0,0
2024-01-02T00:00,4.3,100,100,989.5,5.4,0,0,0,0
2024-01-02T01:00,7.9,92,100,991,6.9,0,0,0,0
2024-01-02T02:00,8.4,91,100,991.9,6.3,1,0,1,0
2024-01-02T03:00,9.1,88,100,992.5,6.6,41,6,35,43.1
2024-01-02T04:00,9.9,83,100,993.3,4,120,22,98,69
2024-01-02T05:00,11.1,76,100,993.4,1.3,255,83,172,178.9
2024-01-02T06:00,12.2,70,71,992.4,1.1,376,117,259,207.2
2024-01-02T07:00,13.4,67,40,991.2,1.8,520,282,238,459
2024-01-02T08:00,14.4,65,22,990.2,2.9,551,376,175,616.9
2024-01-02T09:00,15.1,63,12,989.3,3.5,483,328,155,596.1
2024-01-02T10:00,15.1,63,7,988.8,5.3,360,233,127,528.5
2024-01-02T11:00,14.5,65,4,988.6,7.1,206,117,89,405.2
2024-01-02T12:00,11.6,79,0,988.6,6.3,55,22,33,180.1
2024-01-02T13:00,9.6,89,0,989.8,6.3,0,0,0,0
2024-01-02T14:00,8.8,92,0,990.1,6.4,0,0,0,0
2024-01-02T15:00,8,93,0,990,5.9,0,0,0,0
2024-01-02T16:00,6.8,95,0,990.2,8.4,0,0,0,0
2024-01-02T17:00,6.6,95,0,990.2,6.8,0,0,0,0
2024-01-02T18:00,6.2,96,0,989.9,6.1,0,0,0,0
2024-01-02T19:00,5.9,97,0,989.8,6.4,0,0,0,0
2024-01-02T20:00,5.2,99,16,989.6,5.5,0,0,0,0
2024-01-02T21:00,4.4,100,100,989.5,8.2,0,0,0,0
2024-01-02T22:00,4.8,100,100,989.2,6.6,0,0,0,0
2024-01-02T23:00,4.8,100,100,989.1,5,0,0,0,0
2024-01-03T00:00,4.7,100,100,989.3,2.4,0,0,0,0
2024-01-03T01:00,5.9,99,100,990.4,4,0,0,0,0
2024-01-03T02:00,6.4,99,100,991,3.4,1,0,1,0
2024-01-03T03:00,7.3,98,100,991.8,3.3,47,4,43,28.8
2024-01-03T04:00,8.6,97,100,992.6,3.6,130,28,102,87.9
2024-01-03T05:00,10,95,100,992.8,3.3,222,40,182,86.2
2024-01-03T06:00,12.4,82,66,992.2,2.2,317,72,245,127.3
2024-01-03T07:00,14.6,70,72,991.2,1.1,478,258,220,419.2
2024-01-03T08:00,15.4,67,59,989.9,3.9,494,287,207,469.7
2024-01-03T09:00,15.9,66,41,989.3,6.4,454,277,177,501.6
2024-01-03T10:00,15.8,66,32,989.1,6.9,343,209,134,471.7
2024-01-03T11:00,15.2,68,22,988.8,6.8,196,105,91,360.6
2024-01-03T12:00,12.5,82,1,988.8,6.9,53,20,33,162
2024-01-03T13:00,11.5,80,1,989.6,11.2,0,0,0,0
2024-01-03T14:00,10.1,87,1,989.6,9.2,0,0,0,0
2024-01-03T15:00,9.1,92,14,989.7,7.4,0,0,0,0
2024-01-03T16:00,8.6,93,17,990,6,0,0,0,0
2024-01-03T17:00,8.1,95,15,990.1,5.1,0,0,0,0
2024-01-03T18:00,7.7,96,28,989.9,5.6,0,0,0,0
2024-01-03T19:00,7.6,96,6,989.7,6.6,0,0,0,0
2024-01-03T20:00,6.8,97,0,989.4,7.4,0,0,0,0
2024-01-03T21:00,6.4,97,0,989.5,7,0,0,0,0
2024-01-03T22:00,6,98,0,989.3,6,0,0,0,0
2024-01-03T23:00,5.5,98,0,989.2,5.4,0,0,0,0
2024-01-04T00:00,5.1,99,0,989.5,5.6,0,0,0,0
2024-01-04T01:00,8.8,90,100,991,4.9,0,0,0,0
2024-01-04T02:00,9,90,100,991.6,5.7,1,0,1,0
2024-01-04T03:00,9.8,87,89,992.4,6.6,50,4,46,28.8
2024-01-04T04:00,11.6,80,14,993.3,7.3,197,78,119,245
2024-01-04T05:00,14,72,7,993.4,7,361,218,143,469.5
2024-01-04T06:00,15.8,67,2,992.3,7.1,483,325,158,574.1
2024-01-04T07:00,17,64,35,991,4.3,552,399,153,647.1
2024-01-04T08:00,17.8,61,97,990,2.6,533,360,173,587.7
2024-01-04T09:00,18,59,46,989.1,2.9,363,150,213,270.7
2024-01-04T10:00,18,58,88,988.8,3.1,265,94,171,211.1
2024-01-04T11:00,17.6,59,51,988.6,4.3,148,45,103,153.2
2024-01-04T12:00,16,68,0,988.4,6.9,48,11,37,88.2
2024-01-04T13:00,13.5,80,100,989.7,8.9,0,0,0,0
2024-01-04T14:00,13.1,81,100,990,9.6,0,0,0,0
2024-01-04T15:00,12.3,84,1,990.2,10.7,0,0,0,0
2024-01-04T16:00,10.5,93,0,990.1,10,0,0,0,0
2024-01-04T17:00,9.8,95,6,990.2,8.3,0,0,0,0
2024-01-04T18:00,8.9,96,15,989.7,6.1,0,0,0,0
2024-01-04T19:00,8.2,97,27,989.3,5.9,0,0,0,0
2024-01-04T20:00,7.9,98,53,989.2,5.7,0,0,0,0
2024-01-04T21:00,8.1,98,93,989.2,5.8,0,0,0,0
2024-01-04T22:00,9,97,92,989.2,6.4,0,0,0,0
2024-01-04T23:00,9.6,96,100,989.2,7.4,0,0,0,0
2024-01-05T00:00,9.9,95,100,989.5,7.1,0,0,0,0
2024-01-05T01:00,10.4,94,100,990.7,6.2,0,0,0,0
2024-01-05T02:00,10.4,94,100,991.3,6,1,0,1,0
2024-01-05T03:00,10.9,91,100,991.9,4.6,33,2,31,14.4
2024-01-05T04:00,11.8,88,100,992.7,3.8,88,7,81,22
2024-01-05T05:00,12.8,84,22,992.8,4.3,144,6,138,12.9
2024-01-05T06:00,15.1,74,39,991.9,3,437,264,173,465.7
2024-01-05T07:00,16.6,68,76,990.7,0.8,523,335,188,542.2
2024-01-05T08:00,16.9,65,100,989.6,1.9,316,103,213,167.7
2024-01-05T09:00,17.1,63,86,989.3,1.8,217,21,196,37.8
2024-01-05T10:00,17.4,61,37,989,1.9,201,42,159,93.8
2024-01-05T11:00,17.2,60,9,989.6,4,107,16,91,54
2024-01-05T12:00,16,67,31,989.6,5.6,33,6,27,47.6
2024-01-05T13:00,11.1,90,6,990.1,6.4,0,0,0,0
2024-01-05T14:00,10.4,92,8,991,7,0,0,0,0
2024-01-05T15:00,9.6,94,15,991.5,6.4,0,0,0,0
2024-01-05T16:00,8.9,95,24,991.7,6.1,0,0,0,0
2024-01-05T17:00,8.6,96,24,991.5,6.1,0,0,0,0
2024-01-05T18:00,7.9,97,1,991,7.1,0,0,0,0
2024-01-05T19:00,7.2,98,4,990.7,8.9,0,0,0,0
2024-01-05T20:00,7.2,99,3,990.5,6.5,0,0,0,0
2024-01-05T21:00,6.4,100,1,990.3,7,0,0,0,0
2024-01-05T22:00,6.9,100,98,990.1,5.1,0,0,0,0
2024-01-05T23:00,6.6,100,100,990.1,5.4,0,0,0,0
2024-01-06T00:00,7.4,100,100,990.5,5.2,0,0,0,0
2024-01-06T01:00,9.2,97,100,992,6.6,0,0,0,0
2024-01-06T02:00,9.5,97,100,992.6,5.8,1,0,1,0
2024-01-06T03:00,10.6,92,100,993.7,6,43,3,40,21.6
2024-01-06T04:00,11.7,88,100,994.5,6.9,102,9,93,28.3
2024-01-06T05:00,13.1,81,100,994.4,7.1,204,36,168,77.4
2024-01-06T06:00,14.6,71,99,993.5,4.7,322,83,239,146.2
2024-01-06T07:00,15.7,65,99,992.2,5.2,358,119,239,192.2
2024-01-06T08:00,16.4,61,71,991.2,3.6,354,100,254,162.3
2024-01-06T09:00,17.2,58,3,990.4,0.8,453,271,182,485.4
2024-01-06T10:00,17.3,58,0,990.1,1.5,363,235,128,522.1
2024-01-06T11:00,17.1,60,1,990.2,3.1,211,123,88,411.7
2024-01-06T12:00,14.8,71,2,990.4,5.2,59,23,36,180.4
2024-01-06T13:00,12.3,82,100,991.7,4.8,0,0,0,0
2024-01-06T14:00,12.8,81,100,992.3,4.7,0,0,0,0
2024-01-06T15:00,12.7,81,100,992.8,6.9,0,0,0,0
2024-01-06T16:00,12.4,82,100,993.2,6.9,0,0,0,0
2024-01-06T17:00,11.9,84,95,993.1,6.9,0,0,0,0
2024-01-06T18:00,11.8,82,98,992.7,7.8,0,0,0,0
2024-01-06T19:00,11.2,84,96,992.3,7.4,0,0,0,0
2024-01-06T20:00,11,84,100,991.6,6.6,0,0,0,0
2024-01-06T21:00,11,84,100,991.6,5.9,0,0,0,0
2024-01-06T22:00,10.4,88,100,991.4,6.4,0,0,0,0
2024-01-06T23:00,10.6,87,100,991.3,8.3,0,0,0,0
2024-01-07T00:00,11.1,83,100,991.3,9,0,0,0,0
2024-01-07T01:00,6.6,97,0,992.1,5.9,0,0,0,0
2024-01-07T02:00,6.2,98,0,993.1,5.8,1,0,1,0
2024-01-07T03:00,8.6,92,0,994.4,6.2,75,31,44,223.7
2024-01-07T04:00,11.3,82,0,995.5,3.4,232,139,93,436.6
2024-01-07T05:00,13.6,74,0,995.7,3.1,390,269,121,577.7
2024-01-07T06:00,15.3,67,0,995,2.2,510,374,136,657.6
2024-01-07T07:00,16.3,63,0,993.7,2.6,572,430,142,692.8
2024-01-07T08:00,17.1,61,2,992.5,3.3,569,427,142,691.1
2024-01-07T09:00,17.6,59,0,991.8,2.9,502,369,133,658.3
2024-01-07T10:00,17.6,59,0,991.2,2.6,378,262,116,578.9
2024-01-07T11:00,17.2,60,0,991.1,3.2,216,129,87,428
2024-01-07T12:00,14.1,75,0,990.7,7.3,62,25,37,194
2024-01-07T13:00,11.2,83,0,990.9,5.2,0,0,0,0
2024-01-07T14:00,10.4,87,0,991.6,5.2,0,0,0,0
2024-01-07T15:00,9.4,92,3,991.9,6.7,0,0,0,0
2024-01-07T16:00,8.6,93,9,992,6.3,0,0,0,0
2024-01-07T17:00,7.9,94,7,992.1,6.2,0,0,0,0
2024-01-07T18:00,7.4,95,1,992,6.1,0,0,0,0
2024-01-07T19:00,6.6,97,12,991.5,6.8,0,0,0,0
2024-01-07T20:00,6.4,97,7,991.2,7.1,0,0,0,0
2024-01-07T21:00,7.2,95,5,991,6.4,0,0,0,0
2024-01-07T22:00,6.7,96,0,991,6.5,0,0,0,0
2024-01-07T23:00,6.2,98,0,991.2,6.4,0,0,0,0
2024-01-08T00:00,5.6,99,0,991.2,7.8,0,0,0,0
2024-01-08T01:00,6.2,99,3,992.3,6.2,0,0,0,0
2024-01-08T02:00,6.2,100,100,993.4,8,1,0,1,0
2024-01-08T03:00,8.2,99,100,994.2,4.5,66,17,49,122.7
2024-01-08T04:00,10.6,99,95,994.7,4.1,181,48,133,150.7
2024-01-08T05:00,13.6,85,0,995,3.3,366,219,147,469.7
2024-01-08T06:00,15.8,73,0,994.1,3.3,513,380,133,666.8
2024-01-08T07:00,17.1,64,0,993,3.6,571,430,141,691.1
2024-01-08T08:00,18,61,0,992,3.3,566,425,141,685.7
2024-01-08T09:00,18.4,60,0,991.4,3.1,501,370,131,657.4
2024-01-08T10:00,18.5,61,0,990.8,2.6,378,264,114,580
2024-01-08T11:00,18,63,0,990.6,1.8,218,131,87,430.8
2024-01-08T12:00,17,67,0,990.5,3.1,63,26,37,199.5
2024-01-08T13:00,11.3,90,0,991.5,8.4,0,0,0,0
2024-01-08T14:00,10.3,94,0,991.5,8.7,0,0,0,0
2024-01-08T15:00,9.4,95,0,991.8,8.7,0,0,0,0
2024-01-08T16:00,8.5,96,0,991.9,9.4,0,0,0,0
2024-01-08T17:00,8.1,97,0,991.7,8.2,0,0,0,0
2024-01-08T18:00,7.9,98,0,991.3,6.3,0,0,0,0
2024-01-08T19:00,7.6,99,14,991,6.5,0,0,0,0
2024-01-08T20:00,7.2,99,23,991,6.1,0,0,0,0
2024-01-08T21:00,7.1,99,15,991,6.6,0,0,0,0
2024-01-08T22:00,7.2,97,1,990.9,8.3,0,0,0,0
2024-01-08T23:00,6.7,97,0,990.7,6.2,0,0,0,0
2024-01-09T00:00,6,98,0,990.9,7,0,0,0,0
2024-01-09T01:00,7.3,98,0,992.6,6.2,0,0,0,0
2024-01-09T02:00,6.4,99,3,993.2,7.2,1,0,1,0
2024-01-09T03:00,8.7,93,0,993.9,6.3,71,26,45,187.5
2024-01-09T04:00,11.1,85,0,994.6,4.8,224,124,100,388.8
2024-01-09T05:00,13.9,75,0,994.6,4.9,387,266,121,569.6
2024-01-09T06:00,15.9,70,0,993.7,10,509,376,133,658.5
2024-01-09T07:00,17.2,67,0,992.6,12.3,566,423,143,678.1
2024-01-09T08:00,18,65,0,991.5,13.4,566,423,143,680.2
2024-01-09T09:00,18.4,62,0,991,12.8,498,364,134,644
2024-01-09T10:00,18.4,62,1,990.5,12,377,260,117,568
2024-01-09T11:00,17.8,65,0,990.4,11.9,219,130,89,423.8
2024-01-09T12:00,15.5,77,4,990.5,9,64,26,38,197.3
2024-01-09T13:00,10.8,88,1,992.1,10.6,0,0,0,0
2024-01-09T14:00,9.6,92,0,992.6,9.4,0,0,0,0
2024-01-09T15:00,8.8,93,0,993.1,10.6,0,0,0,0
2024-01-09T16:00,7.9,94,0,993.4,10.2,0,0,0,0
2024-01-09T17:00,7.2,95,0,993.4,10.9,0,0,0,0
2024-01-09T18:00,6.7,95,0,992.7,11.2,0,0,0,0
2024-01-09T19:00,6.1,96,0,992.3,12.6,0,0,0,0
2024-01-09T20:00,5.7,96,0,992,13.2,0,0,0,0
2024-01-09T21:00,5.2,95,0,991.8,13,0,0,0,0
2024-01-09T22:00,4.8,96,0,991.6,11.9,0,0,0,0
2024-01-09T23:00,4.5,96,0,991.2,12,0,0,0,0
2024-01-10T00:00,4.4,96,0,991,13.5,0,0,0,0
2024-01-10T01:00,5.2,96,3,992.4,13.7,0,0,0,0
2024-01-10T02:00,5.2,96,1,992.6,14.2,1,0,1,0
2024-01-10T03:00,6.4,90,2,993,14.7,76,32,44,230.6
2024-01-10T04:00,8.4,83,2,993.6,13.8,240,148,92,463.5
2024-01-10T05:00,10.4,76,3,993.5,13.5,405,288,117,615.6
2024-01-10T06:00,12.4,71,8,992.5,13.7,527,394,133,688.4
2024-01-10T07:00,14.1,67,2,991,14.9,591,451,140,721
2024-01-10T08:00,15.4,64,1,989.6,15.4,589,451,138,722.8
2024-01-10T09:00,16.1,62,0,988.8,15.4,523,395,128,695.9
2024-01-10T10:00,16.2,62,0,988.2,14.8,397,285,112,619.1
2024-01-10T11:00,15.6,65,0,988.1,14.2,232,146,86,471.7
2024-01-10T12:00,13.6,75,0,988.2,11.5,70,30,40,225.2
