latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,
28.646748,77.2748,231,0,GMT,GMT,,,,
,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-03-04T03:00,16.8,85,0,990.3,12.8,180,94,86,349.2
2022-03-04T04:00,19.4,75,0,991.4,13.7,385,263,122,562.9
2022-03-04T05:00,21.8,65,0,991.8,15.8,570,424,146,673.2
2022-03-04T06:00,23.4,56,0,991.3,16.1,707,548,159,734.8
2022-03-04T07:00,24.5,50,21,990.8,16.1,784,617,167,764.4
2022-03-04T08:00,25,47,5,989.8,16.4,715,526,189,649.4
2022-03-04T09:00,25.1,45,6,988.6,16.6,686,518,168,687.1
2022-03-04T10:00,25.1,43,1,987.9,15.6,582,434,148,675.2
2022-03-04T11:00,24.6,43,0,987.7,15.3,412,288,124,594.8
2022-03-04T12:00,22.6,52,0,988,12.4,205,117,88,404.9
2022-03-04T13:00,20.6,58,0,988.1,11.7,38,12,26,105
2022-03-04T14:00,19.4,63,0,988.1,13,0,0,0,0
2022-03-04T15:00,18.5,67,0,988.4,14.5,0,0,0,0
2022-03-04T16:00,17.9,69,0,988.6,15.3,0,0,0,0
2022-03-04T17:00,17,71,0,988.5,14.6,0,0,0,0
2022-03-04T18:00,16.5,74,0,988.5,15.6,0,0,0,0
2022-03-04T19:00,15.8,77,0,987.9,14.9,0,0,0,0
2022-03-04T20:00,15.1,80,0,987.5,14,0,0,0,0
2022-03-04T21:00,14.5,84,0,986.8,14.1,0,0,0,0
2022-03-04T22:00,14,87,0,986.2,12.9,0,0,0,0
2022-03-04T23:00,13.5,89,0,986.1,12.8,0,0,0,0
2022-03-05T00:00,13.2,92,0,986.8,11.5,0,0,0,0
2022-03-05T01:00,13,93,0,987.3,12.1,0,0,0,0
2022-03-05T02:00,13.7,90,0,988.3,14.4,30,9,21,85.1
2022-03-05T03:00,16,81,0,989.2,13.4,193,107,86,391.5
2022-03-05T04:00,18.7,70,0,989.9,15.6,403,280,123,593.9
2022-03-05T05:00,21.2,61,0,990.5,16.1,592,447,145,705.1
2022-03-05T06:00,23.2,51,0,990.2,16,731,572,159,762.9
2022-03-05T07:00,24.5,45,0,989.6,16.8,805,640,165,789.1
2022-03-05T08:00,25.4,41,0,988.6,18.2,807,642,165,789.1
2022-03-05T09:00,25.8,39,0,987.4,18.9,737,579,158,764.6
2022-03-05T10:00,25.8,39,0,986.5,18.6,603,459,144,710.6
2022-03-05T11:00,25.2,39,0,985.9,17.7,419,296,123,607.7
2022-03-05T12:00,23.3,48,0,986.2,13.9,211,122,89,418.3
2022-03-05T13:00,21,53,0,986.2,10.8,39,13,26,112.4
2022-03-05T14:00,19.7,59,0,986,12,0,0,0,0
2022-03-05T15:00,18.8,63,0,986.2,11.3,0,0,0,0
2022-03-05T16:00,17.9,67,0,986.5,11.2,0,0,0,0
2022-03-05T17:00,17.1,69,5,986.4,11.6,0,0,0,0
2022-03-05T18:00,16.5,72,12,986.1,11.9,0,0,0,0
2022-03-05T19:00,15.7,75,44,985.5,10.6,0,0,0,0
2022-03-05T20:00,14.8,80,100,984.7,9.1,0,0,0,0
2022-03-05T21:00,14.4,82,100,984.3,10.4,0,0,0,0
2022-03-05T22:00,14.3,82,100,984.1,10,0,0,0,0
2022-03-05T23:00,14,84,100,984.2,10.3,0,0,0,0
2022-03-06T00:00,13.6,89,100,985.2,8.3,0,0,0,0
2022-03-06T01:00,13.9,87,100,986,8.3,0,0,0,0
2022-03-06T02:00,14.8,85,100,986.6,10.2,26,2,24,18.5
2022-03-06T03:00,16.8,79,100,987.6,8.8,155,33,122,118.9
2022-03-06T04:00,19.8,68,99,988.7,7.7,365,188,177,395.3
2022-03-06T05:00,22.2,57,100,989.1,6.5,564,370,194,579.8
2022-03-06T06:00,23.8,49,100,988.6,4.7,680,437,243,579.7
2022-03-06T07:00,24.9,44,100,988,4.6,736,457,279,560.8
2022-03-06T08:00,25.4,41,100,987.1,4.8,645,287,358,351.1
2022-03-06T09:00,25.8,40,31,986.2,3.7,611,313,298,411.4
2022-03-06T10:00,26,39,22,985.7,2.9,593,423,170,651.7
2022-03-06T11:00,25.9,40,95,985.6,2.7,422,299,123,610.2
2022-03-06T12:00,23.7,69,100,985.7,4.6,197,89,108,302.4
2022-03-06T13:00,23.9,50,100,986.1,4.3,35,4,31,34.2
2022-03-06T14:00,20.6,63,100,986.4,5.9,0,0,0,0
2022-03-06T15:00,19.4,65,100,986.8,7.9,0,0,0,0
2022-03-06T16:00,20.5,56,100,987.3,6.1,0,0,0,0
2022-03-06T17:00,20.2,56,100,987.5,5.2,0,0,0,0
2022-03-06T18:00,17.5,69,100,987.5,6.7,0,0,0,0
2022-03-06T19:00,17,71,100,987.1,7.2,0,0,0,0
2022-03-06T20:00,15.7,78,100,986.2,8.4,0,0,0,0
2022-03-06T21:00,15.1,83,100,986,8.9,0,0,0,0
2022-03-06T22:00,15.3,83,100,985.7,6.3,0,0,0,0
2022-03-06T23:00,14.3,89,100,985.7,6.1,0,0,0,0
2022-03-07T00:00,14.1,92,100,987.1,5.8,0,0,0,0
2022-03-07T01:00,13.9,92,98,987.7,6.9,0,0,0,0
2022-03-07T02:00,15.4,86,93,988.5,5.4,28,3,25,27.3
2022-03-07T03:00,18.2,75,71,989.3,4.7,178,71,107,252
2022-03-07T04:00,21.5,63,32,989.9,5.2,368,206,162,429.3
2022-03-07T05:00,24.2,50,37,990.4,6.8,585,415,170,646.1
2022-03-07T06:00,25.8,43,34,990.5,6.5,741,580,161,765.3
2022-03-07T07:00,26.7,40,84,989.7,3.7,805,625,180,763.3
2022-03-07T08:00,27.3,39,52,988.6,2.9,789,585,204,712.6
2022-03-07T09:00,27.6,38,3,987.6,4,727,547,180,715.8
2022-03-07T10:00,27.7,38,9,987,5.7,603,456,147,699.1
2022-03-07T11:00,27.2,39,13,986.8,6.3,417,290,127,588.4
2022-03-07T12:00,25,52,21,986.8,5.9,204,111,93,373.8
2022-03-07T13:00,21.8,60,11,987.2,9,40,13,27,110
2022-03-07T14:00,20.2,65,16,987.3,10.3,0,0,0,0
2022-03-07T15:00,19,68,5,987.7,10.9,0,0,0,0
2022-03-07T16:00,18,72,0,988,10.4,0,0,0,0
2022-03-07T17:00,18.1,69,0,988.2,8.6,0,0,0,0
2022-03-07T18:00,16,79,0,988,10.5,0,0,0,0
2022-03-07T19:00,15.3,82,0,987.4,9,0,0,0,0
2022-03-07T20:00,14.6,84,0,987.1,9.3,0,0,0,0
2022-03-07T21:00,14.2,86,0,986.9,6.6,0,0,0,0
2022-03-07T22:00,14.1,87,17,986.5,6.4,0,0,0,0
2022-03-07T23:00,13.6,89,43,986.4,6.7,0,0,0,0
2022-03-08T00:00,13.9,91,2,987.3,8.1,0,0,0,0
2022-03-08T01:00,14.1,90,6,987.7,8.2,0,0,0,0
2022-03-08T02:00,15.3,84,0,988.2,10.8,35,11,24,98
2022-03-08T03:00,18.4,76,29,988.9,8.7,202,114,88,398.6
2022-03-08T04:00,21.9,67,19,989.5,8,411,286,125,590.7
2022-03-08T05:00,24.7,54,98,989.5,10.6,600,452,148,699.1
2022-03-08T06:00,26.6,45,81,988.9,11.7,735,563,172,738.8
2022-03-08T07:00,28.3,36,82,988.2,12.8,807,620,187,753.6
2022-03-08T08:00,29.3,30,92,987.1,14.1,809,615,194,745.8
2022-03-08T09:00,29.6,27,37,986.1,14.6,746,572,174,745.2
2022-03-08T10:00,29.4,27,17,985.6,14.5,617,469,148,715.7
2022-03-08T11:00,28.6,31,15,985.2,13.3,431,305,126,615.3
2022-03-08T12:00,26.4,41,18,985.1,9.2,219,128,91,427.4
2022-03-08T13:00,22.4,49,15,985.2,10.2,43,15,28,125.5
2022-03-08T14:00,21.6,52,33,985.7,8.7,0,0,0,0
2022-03-08T15:00,21.2,53,98,986.5,10,0,0,0,0
2022-03-08T16:00,20.7,54,96,986.4,10.2,0,0,0,0
2022-03-08T17:00,19.9,52,17,986.3,10.4,0,0,0,0
2022-03-08T18:00,18.9,54,20,986,10.8,0,0,0,0
2022-03-08T19:00,17.2,60,16,985.7,9,0,0,0,0
2022-03-08T20:00,16.9,62,0,985.9,10,0,0,0,0
2022-03-08T21:00,15.6,68,0,985.2,7.3,0,0,0,0
2022-03-08T22:00,15.4,69,0,984.6,9,0,0,0,0
2022-03-08T23:00,15.2,68,0,984.7,9.2,0,0,0,0
2022-03-09T00:00,14.8,78,0,985.3,8.9,0,0,0,0
2022-03-09T01:00,14.8,79,0,985.9,8.8,0,0,0,0
2022-03-09T02:00,15.8,77,0,986.7,11.1,37,12,25,104.9
2022-03-09T03:00,18.8,71,0,987.7,11.1,208,120,88,413.3
2022-03-09T04:00,22.1,60,0,988.1,10.3,419,295,124,603.9
2022-03-09T05:00,25.2,49,0,988.3,11.4,607,461,146,708.4
2022-03-09T06:00,27.8,37,0,988,14,746,586,160,764.9
2022-03-09T07:00,29.2,31,0,987.5,15.9,818,653,165,790
2022-03-09T08:00,30,29,6,986.6,17.2,818,653,165,788.4
2022-03-09T09:00,30.2,28,23,985.6,17.7,745,585,160,758.9
2022-03-09T10:00,29.8,30,22,984.9,15.6,583,418,165,634.9
2022-03-09T11:00,29.2,31,75,984.5,13.6,414,285,129,571.7
2022-03-09T12:00,26.9,39,55,984.7,9.5,190,85,105,281.4
2022-03-09T13:00,23.7,43,11,985,8.7,41,13,28,107.7
2022-03-09T14:00,23,45,55,985.3,9.2,0,0,0,0
2022-03-09T15:00,22,50,33,985.8,9.3,0,0,0,0
2022-03-09T16:00,21,53,37,986.1,9.9,0,0,0,0
2022-03-09T17:00,20.5,49,90,986.2,11.1,0,0,0,0
2022-03-09T18:00,19.4,50,57,985.9,9.5,0,0,0,0
2022-03-09T19:00,18.6,53,17,985.7,9.5,0,0,0,0
2022-03-09T20:00,17.5,57,0,985.4,7.9,0,0,0,0
2022-03-09T21:00,17,59,0,984.9,8.2,0,0,0,0
2022-03-09T22:00,16.8,60,0,984.6,9.1,0,0,0,0
2022-03-09T23:00,16.6,60,0,984.8,9.5,0,0,0,0
2022-03-10T00:00,16.1,68,4,984.9,9.4,0,0,0,0
2022-03-10T01:00,16.4,67,65,985.6,10.2,0,0,0,0
2022-03-10T02:00,17.4,66,99,986.5,13.3,37,10,27,85.8
2022-03-10T03:00,19.8,61,100,987.5,12.9,185,72,113,244.3
2022-03-10T04:00,22.5,53,100,987.9,13.3,378,210,168,426.1
2022-03-10T05:00,25,48,100,988.1,15.1,583,407,176,621.4
2022-03-10T06:00,26.8,43,77,987.9,16.3,726,545,181,707.6
2022-03-10T07:00,28,38,51,987.1,18.5,808,635,173,764.6
2022-03-10T08:00,28.6,37,26,986.2,19.3,808,631,177,758.5
2022-03-10T09:00,29,35,13,985.3,18.4,743,583,160,753
2022-03-10T10:00,29,33,0,985,17.7,610,464,146,701.5
2022-03-10T11:00,28.5,34,2,985,17.6,426,301,125,600.5
2022-03-10T12:00,26.4,42,62,985.1,13,216,124,92,407.1
2022-03-10T13:00,24,48,41,985.5,9.8,44,14,30,114.8
2022-03-10T14:00,22.6,54,2,985.8,9,0,0,0,0
2022-03-10T15:00,21.5,59,0,986.3,9.3,0,0,0,0
2022-03-10T16:00,20.2,65,0,986.6,8.4,0,0,0,0
2022-03-10T17:00,19.7,67,0,986.5,9.2,0,0,0,0
2022-03-10T18:00,19.2,68,0,986.5,9.7,0,0,0,0
2022-03-10T19:00,18.6,70,0,986,10,0,0,0,0
2022-03-10T20:00,18.1,72,0,985.8,10.3,0,0,0,0
2022-03-10T21:00,17.7,74,0,985.6,10.2,0,0,0,0
2022-03-10T22:00,17.1,77,0,985.5,9.7,0,0,0,0
2022-03-10T23:00,16.8,79,0,986,10.2,0,0,0,0
2022-03-11T00:00,15.6,88,0,986,7.3,0,0,0,0
2022-03-11T01:00,15.4,88,0,986.3,7.6,0,0,0,0
2022-03-11T02:00,16.9,82,0,987.1,13,41,14,27,117.8
2022-03-11T03:00,19.6,73,0,988.2,11.9,213,123,90,411.3
2022-03-11T04:00,22.9,63,0,988.5,13,425,299,126,601.4
2022-03-11T05:00,25.5,53,0,988.6,15.2,614,466,148,706.9
2022-03-11T06:00,27.2,42,0,988.2,17.1,753,593,160,765.9
2022-03-11T07:00,28.1,37,0,987.2,17.4,828,660,168,791.1
2022-03-11T08:00,28.6,35,0,986,17.5,829,662,167,792.4
2022-03-11T09:00,28.9,34,0,985.3,17.4,758,598,160,769.1
2022-03-11T10:00,28.8,33,0,984.8,18.9,623,475,148,714.9
2022-03-11T11:00,28.2,34,0,984.6,17.3,436,309,127,613.1
2022-03-11T12:00,26.1,41,2,984.4,11.5,225,133,92,433
2022-03-11T13:00,23.2,48,0,984.5,8.6,46,16,30,129.8
2022-03-11T14:00,21.5,56,0,984.5,8.4,0,0,0,0
2022-03-11T15:00,20.5,61,0,984.8,9.8,0,0,0,0
2022-03-11T16:00,20.2,60,0,985.4,11.4,0,0,0,0
2022-03-11T17:00,19.6,61,0,985.4,12.5,0,0,0,0
2022-03-11T18:00,19,63,0,985.1,11.8,0,0,0,0
2022-03-11T19:00,17.9,66,0,984.8,9.7,0,0,0,0
2022-03-11T20:00,16.7,71,0,984.3,8.4,0,0,0,0
2022-03-11T21:00,16,73,0,983.9,9,0,0,0,0
2022-03-11T22:00,15.6,74,0,983.5,10.7,0,0,0,0
2022-03-11T23:00,15.2,75,0,983.5,10.1,0,0,0,0
2022-03-12T00:00,15.1,79,0,984,9.4,0,0,0,0
2022-03-12T01:00,15.2,78,0,984.4,10.2,0,0,0,0
2022-03-12T02:00,16.5,74,0,985.3,12.5,45,16,29,132.2
2022-03-12T03:00,19.4,66,0,986.2,10.2,224,132,92,435
2022-03-12T04:00,22.6,56,0,986.9,10,440,313,127,624.1
2022-03-12T05:00,25.5,47,0,987.1,11.8,631,482,149,726.5
2022-03-12T06:00,27.5,41,0,986.8,14.2,768,606,162,778.6
2022-03-12T07:00,28.8,38,13,986.1,15,839,671,168,800.6
2022-03-12T08:00,29.6,35,0,985.1,16.6,838,671,167,799.8
2022-03-12T09:00,30,32,0,984.3,16.4,764,604,160,773.6
2022-03-12T10:00,30,31,0,983.9,15.3,627,480,147,719.2
2022-03-12T11:00,29.2,33,0,983.8,15.2,441,315,126,621.7
2022-03-12T12:00,27.3,42,1,983.6,11.1,228,135,93,436
2022-03-12T13:00,24.6,47,14,983.9,9.7,47,17,30,136.6
2022-03-12T14:00,23.4,51,0,984.2,11.2,0,0,0,0
2022-03-12T15:00,22.2,52,0,984.3,10,0,0,0,0
2022-03-12T16:00,21.4,55,0,984.5,10.7,0,0,0,0
2022-03-12T17:00,20.6,59,0,984.6,10.2,0,0,0,0
2022-03-12T18:00,19.9,63,0,984.4,10,0,0,0,0
2022-03-12T19:00,19.2,66,0,984,9.8,0,0,0,0
2022-03-12T20:00,18.5,71,0,983.5,8.5,0,0,0,0
2022-03-12T21:00,17.9,74,0,983,8.1,0,0,0,0
2022-03-12T22:00,17.6,76,13,982.6,8.7,0,0,0,0
2022-03-12T23:00,17.2,78,37,982.6,8.3,0,0,0,0
2022-03-13T00:00,16.4,85,0,983.2,7.2,0,0,0,0
2022-03-13T01:00,17,82,0,983.7,9.7,0,0,0,0
2022-03-13T02:00,18.1,77,0,984.7,12.7,44,15,29,121.6
2022-03-13T03:00,20.8,71,0,985.8,11.2,218,127,91,412.5
2022-03-13T04:00,24,61,0,986.6,10.8,426,301,125,595
2022-03-13T05:00,26.6,52,0,986.7,11.9,612,465,147,696.4
2022-03-13T06:00,28.5,45,0,986.4,12.1,750,590,160,754.2
2022-03-13T07:00,29.9,40,0,985.8,12.1,823,657,166,780.4
2022-03-13T08:00,30.9,36,0,984.8,13.4,824,658,166,781
2022-03-13T09:00,31.2,35,0,984.3,15.9,753,594,159,757.7
2022-03-13T10:00,31.1,35,0,983.7,16.4,617,470,147,701.1
2022-03-13T11:00,30.5,37,0,983.7,14.8,432,307,125,602.7
2022-03-13T12:00,28.6,48,0,983.3,7.5,224,132,92,423
2022-03-13T13:00,24.8,59,0,983.6,10.3,47,17,30,135.3
2022-03-13T14:00,23.4,66,0,983.9,9.3,0,0,0,0
2022-03-13T15:00,22,70,0,984.4,10,0,0,0,0
2022-03-13T16:00,21,72,0,984.6,10.6,0,0,0,0
2022-03-13T17:00,20,77,0,984.5,11.3,0,0,0,0
2022-03-13T18:00,19.8,78,0,984.1,9.8,0,0,0,0
2022-03-13T19:00,18.6,84,0,983.5,9.7,0,0,0,0
2022-03-13T20:00,18.1,86,0,983.2,8.8,0,0,0,0
2022-03-13T21:00,17.5,87,0,982.6,8.9,0,0,0,0
2022-03-13T22:00,17.2,88,0,982.6,6.3,0,0,0,0
2022-03-13T23:00,16.9,89,0,982.5,7,0,0,0,0
2022-03-14T00:00,15.8,95,0,983.6,5.5,0,0,0,0
2022-03-14T01:00,16.2,95,0,984.2,4.7,0,0,0,0
2022-03-14T02:00,18.1,86,0,984.8,9.1,47,17,30,135.4
2022-03-14T03:00,21.6,75,0,985.8,6.8,225,132,93,422.6
2022-03-14T04:00,25,65,0,986.5,5.5,434,307,127,601.7
2022-03-14T05:00,27.6,55,0,986.7,4.2,619,471,148,701
2022-03-14T06:00,29.4,47,0,986.6,4.2,754,593,161,754.1
2022-03-14T07:00,30.5,44,0,985.7,5.9,824,656,168,775.7
2022-03-14T08:00,31.2,42,0,984.7,7.9,823,656,167,775.5
2022-03-14T09:00,31.6,41,0,983.9,10,752,592,160,752.1
2022-03-14T10:00,31.6,41,0,983.2,11.8,618,471,147,699.6
2022-03-14T11:00,31.1,43,0,982.8,12.3,433,307,126,599.6
2022-03-14T12:00,29.9,49,0,982.5,9.9,225,132,93,419.7
2022-03-14T13:00,26.8,57,0,982.7,8.2,48,17,31,134
2022-03-14T14:00,25,64,0,982.8,9.2,0,0,0,0
2022-03-14T15:00,23.5,72,0,983.3,10.6,0,0,0,0
2022-03-14T16:00,22.5,77,0,983.6,11,0,0,0,0
2022-03-14T17:00,21.9,80,0,983.5,10.3,0,0,0,0
2022-03-14T18:00,21.2,82,0,983.1,10.6,0,0,0,0
2022-03-14T19:00,20.6,85,0,982.7,9,0,0,0,0
2022-03-14T20:00,20.6,83,0,982.3,6.2,0,0,0,0
2022-03-14T21:00,19.9,86,0,981.5,4.7,0,0,0,0
2022-03-14T22:00,19.1,90,0,981.2,5.4,0,0,0,0
2022-03-14T23:00,19,90,0,981,7.6,0,0,0,0
2022-03-15T00:00,18.2,94,0,981.8,5.4,0,0,0,0
2022-03-15T01:00,18.5,94,0,982.2,6.1,0,0,0,0
2022-03-15T02:00,19.9,88,0,982.7,9.4,49,17,32,133
2022-03-15T03:00,23.2,78,0,983.3,7.4,225,132,93,416.7
2022-03-15T04:00,26.7,65,0,983.9,8.5,434,308,126,598.5
2022-03-15T05:00,29.5,54,0,984.1,10.4,619,472,147,698.1
2022-03-15T06:00,31.1,47,0,983.7,10.9,752,592,160,749.1
2022-03-15T07:00,32.3,44,0,982.8,11.4,821,655,166,771.1
2022-03-15T08:00,33.1,41,0,981.7,12.6,820,655,165,771.2
2022-03-15T09:00,33.5,40,0,980.5,14.4,750,591,159,747.9
2022-03-15T10:00,33.3,40,0,979.8,15.3,616,470,146,695.2
2022-03-15T11:00,32.8,41,0,979.5,15.9,434,309,125,600.5
2022-03-15T12:00,31.4,48,0,979.1,12.7,226,134,92,422.9
2022-03-15T13:00,29,54,0,979.4,9.8,49,18,31,140.6
2022-03-15T14:00,27.5,59,0,979.6,11.3,0,0,0,0
2022-03-15T15:00,26.2,64,0,980,10.2,0,0,0,0
2022-03-15T16:00,25.5,66,0,980.4,11.2,0,0,0,0
2022-03-15T17:00,24.7,69,0,980.2,11.2,0,0,0,0
2022-03-15T18:00,24.3,69,0,979.9,12.5,0,0,0,0
2022-03-15T19:00,23.5,72,0,979.7,12,0,0,0,0
2022-03-15T20:00,22.5,77,0,979.5,10.2,0,0,0,0
2022-03-15T21:00,21.6,80,0,978.8,9.7,0,0,0,0
2022-03-15T22:00,21.1,82,0,978.3,10.7,0,0,0,0
2022-03-15T23:00,20.6,84,0,978,11.3,0,0,0,0
2022-03-16T00:00,20,89,0,978.9,12,0,0,0,0
2022-03-16T01:00,20.1,87,0,979.4,13.4,0,0,0,0
2022-03-16T02:00,21.4,82,44,980.1,16.3,53,19,34,146
2022-03-16T03:00,23.9,73,0,980.8,15.1,235,140,95,435.8
2022-03-16T04:00,26.9,62,0,981,15.5,448,320,128,616.6
2022-03-16T05:00,29.6,51,0,981.4,16.7,636,488,148,717.4
2022-03-16T06:00,31.4,45,0,980.9,20.4,771,610,161,768
2022-03-16T07:00,32.8,37,0,980.2,22.6,838,672,166,787.7
2022-03-16T08:00,33.5,34,0,979.4,23.6,837,671,166,786.9
2022-03-16T09:00,34,33,0,978.7,23.4,763,604,159,761.3
2022-03-16T10:00,34.2,31,0,978,23.5,626,480,146,707
2022-03-16T11:00,33.8,32,71,977.8,21.6,441,315,126,609.1
2022-03-16T12:00,32,43,42,977.6,13.8,231,139,92,435.4
2022-03-16T13:00,30.2,48,84,977.8,13.8,51,19,32,147.1
2022-03-16T14:00,28.8,52,75,978.2,14.1,0,0,0,0
2022-03-16T15:00,27.8,55,64,978.7,14.5,0,0,0,0
2022-03-16T16:00,26.7,58,87,979,13.4,0,0,0,0
2022-03-16T17:00,25.5,61,67,979.1,11.8,0,0,0,0
2022-03-16T18:00,24.6,65,37,978.7,11.6,0,0,0,0
2022-03-16T19:00,24.1,66,65,978.4,11.6,0,0,0,0
2022-03-16T20:00,23.5,68,58,978.1,10.2,0,0,0,0
2022-03-16T21:00,22.5,73,13,977.6,8.7,0,0,0,0
2022-03-16T22:00,21.1,79,4,977.1,7.1,0,0,0,0
2022-03-16T23:00,19.9,85,0,977.4,7.6,0,0,0,0
2022-03-17T00:00,19.6,90,0,978.5,7.1,0,0,0,0
2022-03-17T01:00,20,88,0,979.3,8,0,0,0,0
2022-03-17T02:00,21,84,0,980.4,6.9,55,20,35,151.1
2022-03-17T03:00,23.1,78,0,981.5,4,238,142,96,436.1
2022-03-17T04:00,25.5,68,0,982.4,4.9,449,320,129,611.6
2022-03-17T05:00,27.5,62,0,982.6,4.7,634,484,150,707.2
2022-03-17T06:00,29.4,58,4,982.4,5.2,768,605,163,758
2022-03-17T07:00,30.9,53,17,981.8,5.4,836,668,168,779.7
2022-03-17T08:00,31.8,50,0,980.9,6,833,665,168,776.8
2022-03-17T09:00,32.3,48,7,980.1,5.9,760,599,161,752.1
2022-03-17T10:00,32.6,46,48,979.7,4.9,624,476,148,698.3
2022-03-17T11:00,32.5,46,37,979.5,3.9,438,311,127,598.4
2022-03-17T12:00,31.1,73,27,979.5,3.2,228,135,93,419.8
2022-03-17T13:00,31.1,50,0,980,3.4,51,18,33,138.1
2022-03-17T14:00,29.9,53,0,980.4,4.7,0,0,0,0
2022-03-17T15:00,26.4,69,0,980.8,8.6,0,0,0,0
2022-03-17T16:00,25.8,75,0,981.3,8.3,0,0,0,0
2022-03-17T17:00,25.1,79,0,981.2,7.8,0,0,0,0
2022-03-17T18:00,24.6,79,0,980.9,7.8,0,0,0,0
2022-03-17T19:00,24,80,0,980.4,7.5,0,0,0,0
2022-03-17T20:00,23.4,81,0,980,7.1,0,0,0,0
2022-03-17T21:00,23.2,81,0,979.7,8.3,0,0,0,0
2022-03-17T22:00,22.8,83,90,979.7,8,0,0,0,0
2022-03-17T23:00,22,88,80,979.8,6.6,0,0,0,0
2022-03-18T00:00,21.5,91,78,980.6,7.3,0,0,0,0
2022-03-18T01:00,21.5,91,47,981.2,7.9,0,0,0,0
2022-03-18T02:00,22.8,85,78,982.2,9.8,56,20,36,148.6
2022-03-18T03:00,25.2,75,49,983.3,8.2,234,138,96,418.1
2022-03-18T04:00,27.9,65,76,984.1,9,441,311,130,589.5
2022-03-18T05:00,30.2,56,26,984.4,10.7,624,473,151,687
2022-03-18T06:00,32,49,59,984.1,12.6,757,592,165,738.1
2022-03-18T07:00,33,45,13,983.2,12,826,655,171,761.4
2022-03-18T08:00,33.5,43,32,982.3,10.7,825,656,169,763.3
2022-03-18T09:00,33.8,41,0,981,9.8,755,592,163,740.6
2022-03-18T10:00,33.8,40,0,980.2,9.1,620,470,150,686.8
2022-03-18T11:00,33.4,41,0,979.9,8.1,436,307,129,587.9
2022-03-18T12:00,31.8,55,0,979.7,4.6,229,134,95,413.7
2022-03-18T13:00,28.9,64,0,979.7,8.2,52,19,33,144.5
2022-03-18T14:00,28.4,63,0,980,6.9,0,0,0,0
2022-03-18T15:00,26.6,70,0,980.5,7.4,0,0,0,0
2022-03-18T16:00,24.6,79,0,981.1,8.3,0,0,0,0
2022-03-18T17:00,24,81,0,981.1,7.4,0,0,0,0
2022-03-18T18:00,23.5,81,0,980.5,6.8,0,0,0,0
2022-03-18T19:00,23,80,0,980,8.2,0,0,0,0
2022-03-18T20:00,22.2,82,0,979.2,8.2,0,0,0,0
2022-03-18T21:00,21.5,82,0,978.5,7.1,0,0,0,0
2022-03-18T22:00,20.4,86,0,978,8.9,0,0,0,0
2022-03-18T23:00,20.4,84,0,978.1,8.9,0,0,0,0
2022-03-19T00:00,19.9,88,0,978.9,8.6,0,0,0,0
2022-03-19T01:00,20.1,87,0,979.8,7.7,0,0,0,0
2022-03-19T02:00,22.5,78,0,980.8,6.8,59,22,37,160.8
2022-03-19T03:00,26,69,0,981.8,5.9,242,144,98,430.6
2022-03-19T04:00,29,60,0,982.4,5.2,452,321,131,603.6
2022-03-19T05:00,31.1,50,0,982.4,8,637,484,153,698.8
2022-03-19T06:00,32.5,44,0,982.2,7.9,770,606,164,752
2022-03-19T07:00,33.4,41,0,981.3,6.9,839,668,171,773.3
2022-03-19T08:00,34,39,0,980.1,5.4,837,666,171,772.1
2022-03-19T09:00,34.4,38,0,978.9,4.4,765,601,164,749.1
2022-03-19T10:00,34.5,36,11,978.2,3.2,629,479,150,697.2
2022-03-19T11:00,34.4,35,21,977.7,2.8,423,292,131,556.5
2022-03-19T12:00,32.5,47,10,976.8,7.6,208,113,95,346.4
2022-03-19T13:00,30.5,53,15,977.1,9.4,43,12,31,90.5
2022-03-19T14:00,27.9,61,13,977.4,9,0,0,0,0
2022-03-19T15:00,27.1,62,8,977.6,6.6,0,0,0,0
2022-03-19T16:00,26,66,0,978,8.1,0,0,0,0
2022-03-19T17:00,25.2,68,0,978.1,7.3,0,0,0,0
2022-03-19T18:00,24.5,69,2,978.3,10.2,0,0,0,0
2022-03-19T19:00,23.8,70,0,977.6,10.5,0,0,0,0
2022-03-19T20:00,26.8,54,0,977.3,6.6,0,0,0,0
2022-03-19T21:00,24.6,63,0,976.5,5.1,0,0,0,0
2022-03-19T22:00,24.5,63,0,976.5,4.5,0,0,0,0
2022-03-19T23:00,23.3,66,0,976.4,5.1,0,0,0,0
2022-03-20T00:00,21,90,0,977.2,6.4,0,0,0,0
2022-03-20T01:00,21.4,88,0,977.5,6.5,0,0,0,0
2022-03-20T02:00,23.4,78,0,978.3,9.7,61,23,38,165.4
2022-03-20T03:00,26.5,68,0,979.1,7.5,245,147,98,433.9
2022-03-20T04:00,29.6,56,0,980,10,455,324,131,604.4
2022-03-20T05:00,32,43,0,980,9.8,640,488,152,700.5
2022-03-20T06:00,33.7,36,0,979.6,10,777,612,165,755.9
2022-03-20T07:00,34.5,31,0,979.1,10.5,848,676,172,779.4
2022-03-20T08:00,35.5,24,0,978.1,9.3,847,676,171,780.8
2022-03-20T09:00,35.9,21,0,977.1,7.4,778,614,164,762.5
